row_index,point_id,service_name,native_topic,native_class,reason
19943,24167,JMServices,Right to Leave The Service,good,empty_point_quote_text
19944,24169,JMServices,Right to Leave The Service,good,empty_point_quote_text
19945,24179,JMServices,Advertising,good,empty_point_quote_text
19946,24571,JMServices,Jurisdiction and governing laws,good,empty_point_quote_text
19947,29767,JMServices,Suspension and Censorship,good,empty_point_quote_text
19948,29766,JMServices,Ownership,good,empty_point_quote_text
19978,24272,mail.com,Trackers,good,empty_point_quote_text
19979,24270,mail.com,Advertising,bad,empty_point_quote_text
19980,24273,mail.com,Trackers,bad,empty_point_quote_text
19981,24271,mail.com,Logs,bad,empty_point_quote_text
20018,4998,Famileo,Personal Data,good,empty_point_quote_text
20024,8453,Sip Read Repeat (discontinued?),Transparency,neutral,empty_point_quote_text
20025,8452,Sip Read Repeat (discontinued?),Transparency,good,empty_point_quote_text
20026,8454,Sip Read Repeat (discontinued?),Right to Leave The Service,good,empty_point_quote_text
20032,8980,wes.today blog (DEPRECATED Page not found tos),Transparency,good,empty_point_quote_text
20124,28848,Rec Room,Dispute Resolution,bad,empty_point_quote_text
20125,28849,Rec Room,Trackers,bad,empty_point_quote_text
20126,28850,Rec Room,Ownership,good,empty_point_quote_text
20127,28846,Rec Room,Notice of Changing Terms,bad,empty_point_quote_text
20128,28847,Rec Room,Dispute Resolution,bad,empty_point_quote_text
20129,28851,Rec Room,Suspension and Censorship,bad,empty_point_quote_text
20130,28855,Rec Room,Personal Data,bad,empty_point_quote_text
20131,28853,Rec Room,Transparency,good,empty_point_quote_text
20132,28852,Rec Room,Personal Data,bad,empty_point_quote_text
20138,27892,AVG Security,Governance,neutral,empty_point_quote_text
20139,33179,AVG Security,Transparency,neutral,empty_point_quote_text
20270,29291,Activision Publishing,Personal Data,bad,empty_point_quote_text
20271,29292,Activision Publishing,Jurisdiction and governing laws,good,empty_point_quote_text
20272,29716,Activision Publishing,Transparency,neutral,empty_point_quote_text
20324,29329,TopLogger,Transparency,good,empty_point_quote_text
20351,8184,PsychonautWiki,Transparency,good,empty_point_quote_text
20432,29850,Cakey Bot,Transparency,good,empty_point_quote_text
20441,28009,DigitalOcean,Ownership,good,empty_point_quote_text
20442,28012,DigitalOcean,Changes,neutral,empty_point_quote_text
20443,28010,DigitalOcean,Governance,neutral,empty_point_quote_text
20444,28015,DigitalOcean,Governance,neutral,empty_point_quote_text
20445,28014,DigitalOcean,Governance,neutral,empty_point_quote_text
20446,28017,DigitalOcean,Third Parties,bad,empty_point_quote_text
20447,28013,DigitalOcean,Suspension and Censorship,bad,empty_point_quote_text
20448,28011,DigitalOcean,Governance,neutral,empty_point_quote_text
20489,27769,Oceanhero,Changes,neutral,empty_point_quote_text
20490,27777,Oceanhero,Trackers,bad,empty_point_quote_text
20491,27776,Oceanhero,Types of Information Collected,bad,empty_point_quote_text
20492,27771,Oceanhero,Personal Data,bad,empty_point_quote_text
20493,27774,Oceanhero,Notice of Changing Terms,neutral,empty_point_quote_text
20494,27770,Oceanhero,Personal Data,bad,empty_point_quote_text
20495,27773,Oceanhero,Personal Data,neutral,empty_point_quote_text
20655,29018,Brave,Anonymity,good,empty_point_quote_text
20741,29867,Meower,Changes,neutral,empty_point_quote_text
20854,20739,Codeberg,Changes,neutral,empty_point_quote_text
20926,30528,Elk.zone,Changes,neutral,empty_point_quote_text
20927,30529,Elk.zone,Personal Data,good,empty_point_quote_text
20928,30530,Elk.zone,Trackers,good,empty_point_quote_text
20929,30531,Elk.zone,Third Parties,neutral,empty_point_quote_text
20930,30532,Elk.zone,Notice of Changing Terms,neutral,empty_point_quote_text
20931,30812,Elk.zone,Transparency,good,empty_point_quote_text
20932,30813,Elk.zone,Transparency,neutral,empty_point_quote_text
21018,29869,SimpleLogin,Transparency,neutral,empty_point_quote_text
21019,29953,Paysafecard,Personal Data,bad,empty_point_quote_text
21020,29951,Paysafecard,Transparency,good,empty_point_quote_text
21021,29950,Paysafecard,Jurisdiction and governing laws,good,empty_point_quote_text
21022,29954,Paysafecard,Trackers,bad,empty_point_quote_text
21023,29952,Paysafecard,Personal Data,bad,empty_point_quote_text
21024,29957,Paysafecard,Types of Information Collected,bad,empty_point_quote_text
21067,28854,FACEIT,Security,good,empty_point_quote_text
21076,28006,Pixabay,Personal Data,good,empty_point_quote_text
21077,28005,Pixabay,Content,neutral,empty_point_quote_text
21201,29773,Mstdn,Anonymity,good,empty_point_quote_text
21246,33042,Braintrust,Governance,neutral,empty_point_quote_text
21247,33040,Braintrust,Suspension and Censorship,blocker,empty_point_quote_text
21248,33041,Braintrust,Content,neutral,empty_point_quote_text
21249,33043,Braintrust,Content,neutral,empty_point_quote_text
21250,30580,E3 SPARK PLUGS,Security,good,empty_point_quote_text
21251,30581,E3 SPARK PLUGS,User Choice,good,empty_point_quote_text
21254,30697,Home Title Lock,Trackers,neutral,empty_point_quote_text
21258,30698,Home Title Lock,User Choice,good,empty_point_quote_text
21275,30709,The Poster Database,Guarantee,neutral,empty_point_quote_text
21276,30703,The Poster Database,Governance,neutral,empty_point_quote_text
21277,30708,The Poster Database,Guarantee,neutral,empty_point_quote_text
21278,30713,The Poster Database,Governance,neutral,empty_point_quote_text
21279,30712,The Poster Database,Governance,bad,empty_point_quote_text
21280,30715,The Poster Database,Trackers,bad,empty_point_quote_text
21281,30706,The Poster Database,Right to Leave The Service,good,empty_point_quote_text
21282,30701,The Poster Database,Jurisdiction and governing laws,neutral,empty_point_quote_text
21283,30705,The Poster Database,Governance,neutral,empty_point_quote_text
21284,30704,The Poster Database,Dispute Resolution,bad,empty_point_quote_text
21285,30711,The Poster Database,Guarantee,bad,empty_point_quote_text
21286,30710,The Poster Database,Guarantee,neutral,empty_point_quote_text
21287,30700,The Poster Database,Changes,neutral,empty_point_quote_text
21288,30702,The Poster Database,Governance,neutral,empty_point_quote_text
21289,30707,The Poster Database,Transparency,neutral,empty_point_quote_text
21382,21775,GitHub,Transparency,neutral,empty_point_quote_text
21470,31086,Monarch Money,Changes,neutral,empty_point_quote_text
21608,26085,VIZ,Governance,neutral,empty_point_quote_text
21609,26081,VIZ,Governance,neutral,empty_point_quote_text
21610,26083,VIZ,Guarantee,neutral,empty_point_quote_text
21611,26084,VIZ,Governance,neutral,empty_point_quote_text
21612,26082,VIZ,Changes,neutral,empty_point_quote_text
21615,30574,c-span,Changes,neutral,empty_point_quote_text
21616,30576,c-span,Governance,neutral,empty_point_quote_text
21617,30577,c-span,Jurisdiction and governing laws,neutral,empty_point_quote_text
21618,30575,c-span,Notice of Changing Terms,neutral,empty_point_quote_text
21619,30793,Funimation,Trackers,bad,empty_point_quote_text
21819,4241,Atlassian,Governance,neutral,empty_point_quote_text
21853,4693,New York Times,Changes,neutral,empty_point_quote_text
21869,29045,New York Times,Anonymity,good,empty_point_quote_text
21901,32361,Webtoon (Naver/Line),Right to Leave The Service,bad,empty_point_quote_text
21902,32350,Webtoon (Naver/Line),Advertising,bad,empty_point_quote_text
21903,32354,Webtoon (Naver/Line),Third Parties,bad,empty_point_quote_text
21904,32351,Webtoon (Naver/Line),Anonymity,good,empty_point_quote_text
21905,32349,Webtoon (Naver/Line),Transparency,good,empty_point_quote_text
21906,32357,Webtoon (Naver/Line),Third Parties,good,empty_point_quote_text
21907,32352,Webtoon (Naver/Line),Types of Information Collected,neutral,empty_point_quote_text
21908,32356,Webtoon (Naver/Line),Third Parties,neutral,empty_point_quote_text
21910,32363,Webtoon (Naver/Line),User Choice,good,empty_point_quote_text
21911,32365,Webtoon (Naver/Line),Personal Data,good,empty_point_quote_text
21912,32366,Webtoon (Naver/Line),Changes,neutral,empty_point_quote_text
21920,33638,Webtoon (Naver/Line),Right to Leave The Service,good,empty_point_quote_text
21921,32348,Webtoon (Naver/Line),Transparency,good,empty_point_quote_text
21923,32362,Webtoon (Naver/Line),User Choice,good,empty_point_quote_text
21931,31565,Eaze,Governance,neutral,empty_point_quote_text
21932,31563,Eaze,Changes,neutral,empty_point_quote_text
21933,31564,Eaze,Governance,neutral,empty_point_quote_text
21934,31566,Eaze,Jurisdiction and governing laws,neutral,empty_point_quote_text
21935,31567,Eaze,Guarantee,neutral,empty_point_quote_text
21936,31568,Eaze,User Choice,good,empty_point_quote_text
21937,31569,Eaze,Governance,neutral,empty_point_quote_text
21948,31527,U.S. Privacy and Civil Liberties Oversight Board,Changes,neutral,empty_point_quote_text
21949,31528,U.S. Privacy and Civil Liberties Oversight Board,Trackers,good,empty_point_quote_text
21950,31526,U.S. Privacy and Civil Liberties Oversight Board,Governance,neutral,empty_point_quote_text
22040,32166,Linux Hint,Governance,neutral,empty_point_quote_text
22041,32163,Linux Hint,Governance,neutral,empty_point_quote_text
22042,32164,Linux Hint,Governance,neutral,empty_point_quote_text
22043,32165,Linux Hint,Changes,neutral,empty_point_quote_text
22044,32168,Linux Hint,Governance,neutral,empty_point_quote_text
22045,32169,Linux Hint,Governance,neutral,empty_point_quote_text
22046,32167,Linux Hint,Jurisdiction and governing laws,neutral,empty_point_quote_text
22047,32178,Linux Hint,Jurisdiction and governing laws,good,empty_point_quote_text
22048,32170,Linux Hint,Trackers,neutral,empty_point_quote_text
22049,32171,Linux Hint,Trackers,bad,empty_point_quote_text
22050,32172,Linux Hint,Business Transfers,bad,empty_point_quote_text
22051,32175,Linux Hint,Dispute Resolution,bad,empty_point_quote_text
22052,32177,Linux Hint,Dispute Resolution,bad,empty_point_quote_text
22053,32173,Linux Hint,Trackers,bad,empty_point_quote_text
22054,32174,Linux Hint,Trackers,bad,empty_point_quote_text
22055,31792,Loop Homes,Changes,neutral,empty_point_quote_text
22056,31791,Loop Homes,Jurisdiction and governing laws,neutral,empty_point_quote_text
22057,31794,Loop Homes,Governance,neutral,empty_point_quote_text
22058,31795,Loop Homes,Transparency,neutral,empty_point_quote_text
22059,31793,Loop Homes,Notice of Changing Terms,neutral,empty_point_quote_text
22060,31581,Collins Dictionary,Advertising,bad,empty_point_quote_text
22061,31580,Collins Dictionary,Trackers,bad,empty_point_quote_text
22062,31601,Collins Dictionary,Suspension and Censorship,neutral,empty_point_quote_text
22063,31595,Collins Dictionary,Types of Information Collected,bad,empty_point_quote_text
22064,31602,Collins Dictionary,Transparency,good,empty_point_quote_text
22065,31620,Collins Dictionary,Content,neutral,empty_point_quote_text
22066,31625,Collins Dictionary,Types of Information Collected,neutral,empty_point_quote_text
22067,31622,Collins Dictionary,Trackers,bad,empty_point_quote_text
22068,31623,Collins Dictionary,Trackers,bad,empty_point_quote_text
22069,31626,Collins Dictionary,Personal Data,bad,empty_point_quote_text
22070,31614,Collins Dictionary,Suspension and Censorship,blocker,empty_point_quote_text
22071,31621,Collins Dictionary,Content,neutral,empty_point_quote_text
22072,31624,Collins Dictionary,Logs,bad,empty_point_quote_text
22073,31628,Collins Dictionary,Advertising,bad,empty_point_quote_text
22074,31634,Collins Dictionary,Content,neutral,empty_point_quote_text
22075,31635,Collins Dictionary,Security,neutral,empty_point_quote_text
22076,31629,Collins Dictionary,Trackers,bad,empty_point_quote_text
22077,31630,Collins Dictionary,Trackers,bad,empty_point_quote_text
22078,31631,Collins Dictionary,Trackers,bad,empty_point_quote_text
22079,31636,Collins Dictionary,Copyright License,good,empty_point_quote_text
22080,31632,Collins Dictionary,Third Parties,bad,empty_point_quote_text
22081,31637,Collins Dictionary,Personal Data,bad,empty_point_quote_text
22082,31878,Collins Dictionary,Transparency,good,empty_point_quote_text
22083,31880,Collins Dictionary,User Choice,good,empty_point_quote_text
22084,31882,Collins Dictionary,User Choice,good,empty_point_quote_text
22085,31604,Collins Dictionary,Personal Data,neutral,empty_point_quote_text
22086,31591,Collins Dictionary,Advertising,good,empty_point_quote_text
22087,31603,Collins Dictionary,Notice of Changing Terms,neutral,empty_point_quote_text
22088,31619,Collins Dictionary,Ownership,neutral,empty_point_quote_text
22089,31675,Collins Dictionary,Copyright License,neutral,empty_point_quote_text
22090,31881,Collins Dictionary,Jurisdiction and governing laws,good,empty_point_quote_text
22091,31823,LoopCV,Jurisdiction and governing laws,neutral,empty_point_quote_text
22092,31825,LoopCV,Guarantee,neutral,empty_point_quote_text
22093,31826,LoopCV,Guarantee,neutral,empty_point_quote_text
22094,31827,LoopCV,Governance,neutral,empty_point_quote_text
22095,31824,LoopCV,Notice of Changing Terms,bad,empty_point_quote_text
22096,31828,LoopCV,Third Parties,bad,empty_point_quote_text
22275,33265,Supercell,Transparency,good,empty_point_quote_text
22276,33269,Supercell,Right to Leave The Service,good,empty_point_quote_text
22277,33262,Supercell,Types of Information Collected,neutral,empty_point_quote_text
22278,33266,Supercell,Suspension and Censorship,neutral,empty_point_quote_text
22279,33267,Supercell,Security,neutral,empty_point_quote_text
22280,33268,Supercell,Suspension and Censorship,neutral,empty_point_quote_text
22281,33263,Supercell,Personal Data,bad,empty_point_quote_text
22282,33271,Supercell,Personal Data,blocker,empty_point_quote_text
22283,33274,Supercell,Payments,neutral,empty_point_quote_text
22284,33272,Supercell,Ownership,blocker,empty_point_quote_text
22285,33273,Supercell,Copyright License,good,empty_point_quote_text
22286,33275,Supercell,Governance,neutral,empty_point_quote_text
22287,33276,Supercell,Dispute Resolution,bad,empty_point_quote_text
22288,33264,Supercell,User Choice,good,empty_point_quote_text
22289,33270,Supercell,Suspension and Censorship,blocker,empty_point_quote_text
22334,33398,Blackle,Changes,neutral,empty_point_quote_text
22341,33610,privacypolicies.com,Transparency,good,empty_point_quote_text
22342,33616,privacypolicies.com,Transparency,good,empty_point_quote_text
22343,33618,privacypolicies.com,Transparency,good,empty_point_quote_text
22344,33612,privacypolicies.com,Types of Information Collected,neutral,empty_point_quote_text
22345,33615,privacypolicies.com,Trackers,neutral,empty_point_quote_text
22346,33623,privacypolicies.com,Trackers,bad,empty_point_quote_text
22347,33621,privacypolicies.com,Third Parties,bad,empty_point_quote_text
22348,33620,privacypolicies.com,Business Transfers,bad,empty_point_quote_text
22349,33613,privacypolicies.com,Trackers,bad,empty_point_quote_text
22350,33617,privacypolicies.com,Transparency,good,empty_point_quote_text
22351,33614,privacypolicies.com,Trackers,neutral,empty_point_quote_text
22352,33624,privacypolicies.com,User Choice,good,empty_point_quote_text
22353,33630,privacypolicies.com,Right to Leave The Service,bad,empty_point_quote_text
22354,33628,privacypolicies.com,Trackers,bad,empty_point_quote_text
22355,33627,privacypolicies.com,Advertising,bad,empty_point_quote_text
22356,33626,privacypolicies.com,Advertising,bad,empty_point_quote_text
22357,33625,privacypolicies.com,Trackers,bad,empty_point_quote_text
22358,33622,privacypolicies.com,Trackers,bad,empty_point_quote_text
22359,33629,privacypolicies.com,User Choice,good,empty_point_quote_text
22360,33632,privacypolicies.com,Jurisdiction and governing laws,good,empty_point_quote_text
22361,33633,privacypolicies.com,Jurisdiction and governing laws,good,empty_point_quote_text
22362,33634,privacypolicies.com,Advertising,good,empty_point_quote_text
22363,33636,privacypolicies.com,Transparency,good,empty_point_quote_text
22364,33637,privacypolicies.com,Guarantee,neutral,empty_point_quote_text
22365,33635,privacypolicies.com,Notice of Changing Terms,good,empty_point_quote_text
22366,33631,privacypolicies.com,Trackers,bad,empty_point_quote_text
22367,33619,privacypolicies.com,Personal Data,bad,empty_point_quote_text
22368,33696,privacypolicies.com,Content,neutral,empty_point_quote_text
22369,33703,privacypolicies.com,Right to Leave The Service,blocker,empty_point_quote_text
22370,33692,privacypolicies.com,Ownership,good,empty_point_quote_text
22371,33693,privacypolicies.com,Content,neutral,empty_point_quote_text
22372,33694,privacypolicies.com,Content,neutral,empty_point_quote_text
22373,33695,privacypolicies.com,Content,neutral,empty_point_quote_text
22374,33701,privacypolicies.com,Governance,neutral,empty_point_quote_text
22375,33700,privacypolicies.com,Ownership,bad,empty_point_quote_text
22376,33702,privacypolicies.com,Suspension and Censorship,bad,empty_point_quote_text
22377,33699,privacypolicies.com,Suspension and Censorship,blocker,empty_point_quote_text
22378,33698,privacypolicies.com,Suspension and Censorship,neutral,empty_point_quote_text
22379,33705,privacypolicies.com,Transparency,neutral,empty_point_quote_text
22380,33706,privacypolicies.com,Governance,neutral,empty_point_quote_text
22381,33708,privacypolicies.com,Law and Government Requests,neutral,empty_point_quote_text
22382,33709,privacypolicies.com,Jurisdiction and governing laws,neutral,empty_point_quote_text
22383,33707,privacypolicies.com,Jurisdiction and governing laws,bad,empty_point_quote_text
22384,33704,privacypolicies.com,Governance,bad,empty_point_quote_text
22399,33781,GeeksforGeeks,Transparency,good,empty_point_quote_text
22400,33782,GeeksforGeeks,Jurisdiction and governing laws,good,empty_point_quote_text
22401,33785,GeeksforGeeks,Third Parties,good,empty_point_quote_text
22402,33755,GeeksforGeeks,Trackers,neutral,empty_point_quote_text
22403,33753,GeeksforGeeks,Types of Information Collected,neutral,empty_point_quote_text
22404,33751,GeeksforGeeks,User Choice,good,empty_point_quote_text
22405,33774,GeeksforGeeks,Third Parties,bad,empty_point_quote_text
22406,33773,GeeksforGeeks,Advertising,bad,empty_point_quote_text
22407,33772,GeeksforGeeks,Advertising,bad,empty_point_quote_text
22408,33770,GeeksforGeeks,Trackers,bad,empty_point_quote_text
22409,33769,GeeksforGeeks,Personal Data,bad,empty_point_quote_text
22410,33767,GeeksforGeeks,Trackers,bad,empty_point_quote_text
22411,33763,GeeksforGeeks,Third Parties,bad,empty_point_quote_text
22412,33762,GeeksforGeeks,Types of Information Collected,bad,empty_point_quote_text
22413,33765,GeeksforGeeks,Trackers,bad,empty_point_quote_text
22414,33761,GeeksforGeeks,Third Parties,bad,empty_point_quote_text
22415,33760,GeeksforGeeks,Logs,bad,empty_point_quote_text
22416,33757,GeeksforGeeks,Personal Data,bad,empty_point_quote_text
22417,33771,GeeksforGeeks,Transparency,good,empty_point_quote_text
22418,33768,GeeksforGeeks,Jurisdiction and governing laws,good,empty_point_quote_text
22419,33766,GeeksforGeeks,User Choice,good,empty_point_quote_text
22420,33758,GeeksforGeeks,Transparency,good,empty_point_quote_text
22421,33783,GeeksforGeeks,Personal Data,bad,empty_point_quote_text
22422,33778,GeeksforGeeks,Notice of Changing Terms,bad,empty_point_quote_text
22423,33777,GeeksforGeeks,Changes,neutral,empty_point_quote_text
22424,33776,GeeksforGeeks,Governance,neutral,empty_point_quote_text
22425,33775,GeeksforGeeks,Governance,neutral,empty_point_quote_text
22426,33779,GeeksforGeeks,Transparency,good,empty_point_quote_text
22427,33787,GeeksforGeeks,Governance,neutral,empty_point_quote_text
22428,33764,GeeksforGeeks,Trackers,bad,empty_point_quote_text
22429,33759,GeeksforGeeks,Personal Data,bad,empty_point_quote_text
22430,33754,GeeksforGeeks,Trackers,bad,empty_point_quote_text
22431,33786,GeeksforGeeks,Transparency,neutral,empty_point_quote_text
22432,33784,GeeksforGeeks,User Choice,good,empty_point_quote_text
22433,33780,GeeksforGeeks,Transparency,good,empty_point_quote_text
22434,33752,GeeksforGeeks,Personal Data,bad,empty_point_quote_text
22435,33788,GeeksforGeeks,Guarantee,neutral,empty_point_quote_text
22436,33756,GeeksforGeeks,Trackers,neutral,empty_point_quote_text
22440,5767,Akamai,Changes,neutral,empty_point_quote_text
22441,5766,Akamai,Trackers,bad,empty_point_quote_text
22477,34043,Conjuguemos,Transparency,good,empty_point_quote_text
22521,11310,Kaspersky,Transparency,neutral,empty_point_quote_text
22676,6778,Cengage,Trackers,bad,empty_point_quote_text
22678,6780,Cengage,Trackers,bad,empty_point_quote_text
22679,6782,Cengage,Third Parties,bad,empty_point_quote_text
22681,8978,Tolino,Trackers,good,empty_point_quote_text
22946,15307,BlackBoard,Transparency,neutral,empty_point_quote_text
22954,18926,Swiss Government,Jurisdiction and governing laws,neutral,empty_point_quote_text
23077,22987,SC Johnson,Copyright License,good,empty_point_quote_text
23258,34190,Studocu,Governance,bad,empty_point_quote_text
23259,34188,Studocu,Jurisdiction and governing laws,neutral,empty_point_quote_text
23260,34189,Studocu,Governance,neutral,empty_point_quote_text
23291,34272,Kick,Personal Data,bad,empty_point_quote_text
23314,9114,VirusTotal,Third Parties,bad,empty_point_quote_text
23315,9113,VirusTotal,Law and Government Requests,neutral,empty_point_quote_text
23316,9115,VirusTotal,Third Parties,bad,empty_point_quote_text
23573,29044,Twitter,Anonymity,good,empty_point_quote_text
23626,32389,Autodesk,Third Parties,neutral,empty_point_quote_text
23627,32384,Autodesk,Changes,neutral,empty_point_quote_text
23628,32406,Autodesk,Advertising,bad,empty_point_quote_text
23629,32408,Autodesk,Right to Leave The Service,bad,empty_point_quote_text
23630,32398,Autodesk,User Choice,good,empty_point_quote_text
23631,32414,Autodesk,Trackers,neutral,empty_point_quote_text
23714,950,Google,Transparency,good,empty_point_quote_text
