row_index,point_id,service_name,native_topic,native_class,reason
6,8168,Telegram,User Choice,good,empty_point_quote_text
41,16746,RiseUp.net,Anonymity,good,empty_point_quote_text
157,2463,Credit Karma,Trackers,bad,empty_point_quote_text
171,4434,Credit Karma,Transparency,good,empty_point_quote_text
212,6411,Airbnb,Right to Leave The Service,blocker,empty_point_quote_text
320,19963,Apple Services,Personal Data,bad,empty_point_quote_text
401,25345,Le Soir,User Choice,good,empty_point_quote_text
402,25330,Le Soir,Trackers,bad,empty_point_quote_text
403,25331,Le Soir,Trackers,bad,empty_point_quote_text
404,25334,Le Soir,Trackers,bad,empty_point_quote_text
405,25332,Le Soir,Trackers,neutral,empty_point_quote_text
406,25333,Le Soir,Personal Data,bad,empty_point_quote_text
407,25335,Le Soir,Personal Data,neutral,empty_point_quote_text
408,25344,Le Soir,User Choice,good,empty_point_quote_text
409,25350,Le Soir,Types of Information Collected,neutral,empty_point_quote_text
410,25346,Le Soir,Right to Leave The Service,good,empty_point_quote_text
411,25336,Le Soir,Advertising,bad,empty_point_quote_text
412,25341,Le Soir,Third Parties,bad,empty_point_quote_text
413,25343,Le Soir,User Choice,good,empty_point_quote_text
414,25337,Le Soir,Advertising,bad,empty_point_quote_text
415,25338,Le Soir,Advertising,bad,empty_point_quote_text
416,25339,Le Soir,Third Parties,bad,empty_point_quote_text
417,25340,Le Soir,Third Parties,bad,empty_point_quote_text
418,25352,Le Soir,Payments,bad,empty_point_quote_text
419,25358,Le Soir,Trackers,bad,empty_point_quote_text
420,25347,Le Soir,Notice of Changing Terms,neutral,empty_point_quote_text
421,25355,Le Soir,Payments,neutral,empty_point_quote_text
422,25357,Le Soir,Changes,neutral,empty_point_quote_text
423,25342,Le Soir,Jurisdiction and governing laws,good,empty_point_quote_text
424,25348,Le Soir,Transparency,good,empty_point_quote_text
425,25349,Le Soir,Transparency,good,empty_point_quote_text
426,25351,Le Soir,Jurisdiction and governing laws,good,empty_point_quote_text
427,25329,Le Soir,Trackers,bad,empty_point_quote_text
428,25359,Le Soir,Personal Data,bad,empty_point_quote_text
497,573,SeenThis,User Choice,good,empty_point_quote_text
520,29208,CollegeBoard,Dispute Resolution,bad,empty_point_quote_text
585,1082,Spotify,Transparency,neutral,empty_point_quote_text
735,8190,Ali Reza Hayati's Personal Page,Law and Government Requests,good,empty_point_quote_text
736,8191,Ali Reza Hayati's Personal Page,Governance,neutral,empty_point_quote_text
737,8192,Ali Reza Hayati's Personal Page,Transparency,good,empty_point_quote_text
738,8193,Ali Reza Hayati's Personal Page,Notice of Changing Terms,neutral,empty_point_quote_text
739,8194,Ali Reza Hayati's Personal Page,Right to Leave The Service,good,empty_point_quote_text
740,8195,Ali Reza Hayati's Personal Page,Logs,good,empty_point_quote_text
747,20010,Feedbin,Transparency,good,empty_point_quote_text
821,9381,Moscow information cluster,Third Parties,bad,empty_point_quote_text
822,9382,Moscow information cluster,Personal Data,bad,empty_point_quote_text
823,9389,Moscow information cluster,Advertising,bad,empty_point_quote_text
824,9380,Moscow information cluster,Personal Data,bad,empty_point_quote_text
958,5190,Nexon,Transparency,good,empty_point_quote_text
969,28979,Betty Crocker,Advertising,bad,empty_point_quote_text
1007,4659,Open Book Publishers,Transparency,good,empty_point_quote_text
1035,10211,Fandango,Personal Data,bad,empty_point_quote_text
1118,17823,Marco Polo,Trackers,good,empty_point_quote_text
1297,9834,3DHYPE,Anonymity,good,empty_point_quote_text
1376,22262,Rofkin,Governance,neutral,empty_point_quote_text
1377,22263,Rofkin,Governance,neutral,empty_point_quote_text
1378,22268,Rofkin,Security,neutral,empty_point_quote_text
1379,22266,Rofkin,Governance,neutral,empty_point_quote_text
1380,22267,Rofkin,Anonymity,good,empty_point_quote_text
1381,22265,Rofkin,Content,neutral,empty_point_quote_text
1382,22269,Rofkin,Security,neutral,empty_point_quote_text
1383,22271,Rofkin,Payments,neutral,empty_point_quote_text
1384,22272,Rofkin,Right to Leave The Service,good,empty_point_quote_text
1385,22273,Rofkin,Suspension and Censorship,neutral,empty_point_quote_text
1386,22274,Rofkin,Suspension and Censorship,neutral,empty_point_quote_text
1387,22275,Rofkin,Governance,bad,empty_point_quote_text
1388,22276,Rofkin,Ownership,good,empty_point_quote_text
1389,22277,Rofkin,Copyright License,good,empty_point_quote_text
1390,22278,Rofkin,Copyright License,neutral,empty_point_quote_text
1391,22280,Rofkin,Copyright License,neutral,empty_point_quote_text
1392,22281,Rofkin,Governance,neutral,empty_point_quote_text
1393,22282,Rofkin,Governance,bad,empty_point_quote_text
1394,22283,Rofkin,Jurisdiction and governing laws,bad,empty_point_quote_text
1395,22270,Rofkin,Payments,good,empty_point_quote_text
1396,22284,Rofkin,Dispute Resolution,good,empty_point_quote_text
1397,22285,Rofkin,Personal Data,good,empty_point_quote_text
1398,22286,Rofkin,Third Parties,bad,empty_point_quote_text
1399,22287,Rofkin,Third Parties,good,empty_point_quote_text
1400,22288,Rofkin,Law and Government Requests,good,empty_point_quote_text
1401,22289,Rofkin,Law and Government Requests,good,empty_point_quote_text
1402,22290,Rofkin,Business Transfers,good,empty_point_quote_text
1403,22293,Rofkin,Trackers,neutral,empty_point_quote_text
1404,22291,Rofkin,Trackers,bad,empty_point_quote_text
1405,22264,Rofkin,Content,neutral,empty_point_quote_text
1406,22279,Rofkin,Governance,neutral,empty_point_quote_text
1407,22376,Rofkin,Suspension and Censorship,neutral,empty_point_quote_text
1453,30721,Talking Tom and Friends,Trackers,neutral,empty_point_quote_text
1454,30722,Talking Tom and Friends,Trackers,bad,empty_point_quote_text
1455,30720,Talking Tom and Friends,Trackers,bad,empty_point_quote_text
1483,31149,TCRF | The Cutting Room Floor,Third Parties,good,empty_point_quote_text
1568,28562,VRchat,Advertising,bad,empty_point_quote_text
1569,26741,VRchat,Copyright License,neutral,empty_point_quote_text
1570,28667,VRchat,Copyright License,neutral,empty_point_quote_text
1571,28561,VRchat,Transparency,good,empty_point_quote_text
1572,28563,VRchat,Advertising,bad,empty_point_quote_text
1573,28559,VRchat,Transparency,neutral,empty_point_quote_text
1574,28564,VRchat,Content,neutral,empty_point_quote_text
1575,29928,VRchat,Content,neutral,empty_point_quote_text
1576,29929,VRchat,Suspension and Censorship,bad,empty_point_quote_text
1577,31760,VRchat,Security,neutral,empty_point_quote_text
1578,31763,VRchat,Types of Information Collected,neutral,empty_point_quote_text
1579,31759,VRchat,Trackers,bad,empty_point_quote_text
1580,31761,VRchat,Trackers,bad,empty_point_quote_text
1581,31762,VRchat,Suspension and Censorship,blocker,empty_point_quote_text
1582,31758,VRchat,Ownership,good,empty_point_quote_text
1583,31757,VRchat,Personal Data,bad,empty_point_quote_text
1602,20136,Wikimedia,Law and Government Requests,good,empty_point_quote_text
1707,8959,LauraKalbag,Trackers,good,empty_point_quote_text
1738,19194,El Mundo (Spain),Trackers,bad,empty_point_quote_text
1739,19193,El Mundo (Spain),Trackers,bad,empty_point_quote_text
1740,19192,El Mundo (Spain),Trackers,neutral,empty_point_quote_text
2153,4745,SpigotMC,Changes,neutral,empty_point_quote_text
2157,4442,SpigotMC,Transparency,good,empty_point_quote_text
2160,4741,SpigotMC,Transparency,good,empty_point_quote_text
2161,4744,SpigotMC,User Involvement in Changing Terms,good,empty_point_quote_text
2165,4743,SpigotMC,User Choice,good,empty_point_quote_text
2336,26263,Icedrive,Security,good,empty_point_quote_text
2340,28385,Icedrive,Content,good,empty_point_quote_text
2356,27811,SCP Wiki,Transparency,good,empty_point_quote_text
2412,25019,Binance,Suspension and Censorship,bad,empty_point_quote_text
2686,1504,eBay,Personal Data,bad,empty_point_quote_text
2773,20519,Duolingo,Transparency,neutral,empty_point_quote_text
2828,27405,Yewtu.be,Transparency,good,empty_point_quote_text
2849,31927,CounterMail,Transparency,good,empty_point_quote_text
2952,33750,mail.ch,Anonymity,bad,empty_point_quote_text
3064,22137,APK Pure,Content,bad,empty_point_quote_text
3065,22136,APK Pure,Third Parties,neutral,empty_point_quote_text
3066,22135,APK Pure,Changes,neutral,empty_point_quote_text
3067,22710,APK Pure,Changes,neutral,empty_point_quote_text
3068,22138,APK Pure,Governance,neutral,empty_point_quote_text
3069,22139,APK Pure,Governance,neutral,empty_point_quote_text
3070,22698,APK Pure,Advertising,bad,empty_point_quote_text
3071,22697,APK Pure,Advertising,bad,empty_point_quote_text
3072,22700,APK Pure,Trackers,bad,empty_point_quote_text
3073,22707,APK Pure,Notice of Changing Terms,neutral,empty_point_quote_text
3074,22708,APK Pure,Governance,neutral,empty_point_quote_text
3075,22709,APK Pure,Jurisdiction and governing laws,bad,empty_point_quote_text
3076,22699,APK Pure,Trackers,neutral,empty_point_quote_text
3077,22703,APK Pure,Trackers,bad,empty_point_quote_text
3078,22701,APK Pure,Trackers,bad,empty_point_quote_text
3079,22702,APK Pure,Trackers,blocker,empty_point_quote_text
3080,22704,APK Pure,Trackers,bad,empty_point_quote_text
3081,22705,APK Pure,Personal Data,bad,empty_point_quote_text
3082,22706,APK Pure,Logs,bad,empty_point_quote_text
3083,22711,APK Pure,Suspension and Censorship,bad,empty_point_quote_text
3084,22712,APK Pure,Transparency,good,empty_point_quote_text
3085,22715,APK Pure,User Choice,good,empty_point_quote_text
3086,22714,APK Pure,Trackers,neutral,empty_point_quote_text
3087,22713,APK Pure,Transparency,good,empty_point_quote_text
3088,22716,APK Pure,User Choice,good,empty_point_quote_text
3147,29826,StartMail,User Involvement in Changing Terms,good,empty_point_quote_text
3148,29825,StartMail,Ownership,good,empty_point_quote_text
3150,9101,Poker-Engine,Personal Data,good,empty_point_quote_text
3423,5651,Indiegogo,Advertising,bad,empty_point_quote_text
3450,26641,PlanetMinecraft,Logs,good,empty_point_quote_text
3451,26638,PlanetMinecraft,Content,neutral,empty_point_quote_text
3540,29731,The Markup,Anonymity,good,empty_point_quote_text
3558,25272,Pillowfort,User Choice,good,empty_point_quote_text
3566,9118,Pillowfort,Trackers,good,empty_point_quote_text
3568,9119,Pillowfort,Personal Data,bad,empty_point_quote_text
3625,18332,Wish,Changes,neutral,empty_point_quote_text
3626,18333,Wish,Content,neutral,empty_point_quote_text
3627,18989,Wish,Personal Data,good,empty_point_quote_text
3628,18964,Wish,Types of Information Collected,neutral,empty_point_quote_text
3629,18585,Wish,Suspension and Censorship,blocker,empty_point_quote_text
3630,18592,Wish,Suspension and Censorship,bad,empty_point_quote_text
3631,18594,Wish,Notice of Changing Terms,bad,empty_point_quote_text
3632,18334,Wish,Governance,neutral,empty_point_quote_text
3633,18335,Wish,Suspension and Censorship,neutral,empty_point_quote_text
3634,18587,Wish,Suspension and Censorship,neutral,empty_point_quote_text
3635,18980,Wish,Transparency,good,empty_point_quote_text
3636,18591,Wish,Right to Leave The Service,good,empty_point_quote_text
3637,18596,Wish,Guarantee,neutral,empty_point_quote_text
3638,18597,Wish,Governance,neutral,empty_point_quote_text
3639,18593,Wish,Notice of Changing Terms,neutral,empty_point_quote_text
3640,18598,Wish,Governance,bad,empty_point_quote_text
3641,18582,Wish,Copyright License,good,empty_point_quote_text
3642,18590,Wish,Payments,good,empty_point_quote_text
3643,18583,Wish,Copyright License,bad,empty_point_quote_text
3644,18584,Wish,Copyright License,bad,empty_point_quote_text
3645,18600,Wish,Governance,bad,empty_point_quote_text
3646,18588,Wish,Suspension and Censorship,good,empty_point_quote_text
3647,18589,Wish,Governance,neutral,empty_point_quote_text
3648,18599,Wish,Jurisdiction and governing laws,neutral,empty_point_quote_text
3649,18595,Wish,Guarantee,neutral,empty_point_quote_text
3650,18985,Wish,User Choice,good,empty_point_quote_text
3651,18972,Wish,Trackers,neutral,empty_point_quote_text
3652,18987,Wish,User Choice,good,empty_point_quote_text
3653,18978,Wish,Right to Leave The Service,bad,empty_point_quote_text
3654,18986,Wish,User Choice,good,empty_point_quote_text
3655,18968,Wish,Trackers,bad,empty_point_quote_text
3656,18965,Wish,Types of Information Collected,bad,empty_point_quote_text
3657,18970,Wish,Trackers,bad,empty_point_quote_text
3658,18967,Wish,Trackers,bad,empty_point_quote_text
3659,18984,Wish,Law and Government Requests,good,empty_point_quote_text
3660,18976,Wish,Advertising,bad,empty_point_quote_text
3661,18975,Wish,Advertising,bad,empty_point_quote_text
3662,18973,Wish,Third Parties,bad,empty_point_quote_text
3663,18974,Wish,Transparency,good,empty_point_quote_text
3664,18979,Wish,Third Parties,bad,empty_point_quote_text
3665,18971,Wish,Trackers,bad,empty_point_quote_text
3666,18983,Wish,Law and Government Requests,bad,empty_point_quote_text
3667,18966,Wish,Trackers,bad,empty_point_quote_text
3668,18977,Wish,Personal Data,bad,empty_point_quote_text
3669,18969,Wish,Trackers,bad,empty_point_quote_text
3670,18982,Wish,Business Transfers,bad,empty_point_quote_text
3671,18981,Wish,Third Parties,bad,empty_point_quote_text
3672,18988,Wish,User Choice,good,empty_point_quote_text
3673,18586,Wish,Suspension and Censorship,blocker,empty_point_quote_text
3674,18963,Wish,Transparency,good,empty_point_quote_text
3744,32662,HBO,Personal Data,bad,empty_point_quote_text
3762,24562,Tampermonkey,Trackers,good,empty_point_quote_text
4023,31196,Adblock,Logs,good,empty_point_quote_text
4024,31200,Adblock,Third Parties,good,empty_point_quote_text
4025,31197,Adblock,Third Parties,neutral,empty_point_quote_text
4026,31201,Adblock,Personal Data,good,empty_point_quote_text
4027,31206,Adblock,Jurisdiction and governing laws,good,empty_point_quote_text
4028,31199,Adblock,Third Parties,bad,empty_point_quote_text
4029,24651,SpeedsterOwners.com,User Choice,good,empty_point_quote_text
4030,24646,SpeedsterOwners.com,Governance,good,empty_point_quote_text
4097,21822,AirVPN,Anonymity,good,empty_point_quote_text
4227,29882,BBC,Anonymity,good,empty_point_quote_text
4454,1332,Travelzoo,Payments,good,empty_point_quote_text
4489,8724,Fur Affinity,Changes,neutral,empty_point_quote_text
4658,4847,Virgin,Advertising,bad,empty_point_quote_text
4659,4849,Virgin,Transparency,good,empty_point_quote_text
4758,609,SoundCloud,Transparency,good,empty_point_quote_text
4826,639,Netflix,Transparency,good,empty_point_quote_text
4906,9161,phpBB,Trackers,good,empty_point_quote_text
4933,20237,Gravatar,Trackers,bad,empty_point_quote_text
5002,1580,Uber,Governance,good,empty_point_quote_text
5250,21220,wix,Guarantee,neutral,empty_point_quote_text
5251,21222,wix,Guarantee,neutral,empty_point_quote_text
5252,21221,wix,Guarantee,neutral,empty_point_quote_text
5309,31678,NPR,Advertising,bad,empty_point_quote_text
5310,31676,NPR,Types of Information Collected,neutral,empty_point_quote_text
5311,31696,NPR,Trackers,bad,empty_point_quote_text
5312,31694,NPR,Trackers,bad,empty_point_quote_text
5313,31693,NPR,Advertising,bad,empty_point_quote_text
5314,31692,NPR,Trackers,bad,empty_point_quote_text
5315,31691,NPR,Trackers,bad,empty_point_quote_text
5316,31705,NPR,Suspension and Censorship,blocker,empty_point_quote_text
5317,31703,NPR,Suspension and Censorship,blocker,empty_point_quote_text
5318,31699,NPR,Notice of Changing Terms,bad,empty_point_quote_text
5319,31707,NPR,Copyright License,good,empty_point_quote_text
5320,31701,NPR,Third Parties,bad,empty_point_quote_text
5321,31704,NPR,Suspension and Censorship,bad,empty_point_quote_text
5322,31702,NPR,Personal Data,bad,empty_point_quote_text
5323,31706,NPR,Content,neutral,empty_point_quote_text
5324,31710,NPR,Content,neutral,empty_point_quote_text
5325,31711,NPR,Content,neutral,empty_point_quote_text
5326,31712,NPR,Content,neutral,empty_point_quote_text
5327,31713,NPR,Governance,neutral,empty_point_quote_text
5328,31715,NPR,Governance,neutral,empty_point_quote_text
5329,31717,NPR,Content,neutral,empty_point_quote_text
5330,31718,NPR,Governance,neutral,empty_point_quote_text
5331,31714,NPR,Content,neutral,empty_point_quote_text
5332,31719,NPR,Content,neutral,empty_point_quote_text
5333,31708,NPR,Copyright License,bad,empty_point_quote_text
5334,31698,NPR,Trackers,bad,empty_point_quote_text
5335,31697,NPR,Third Parties,bad,empty_point_quote_text
5336,31679,NPR,Advertising,bad,empty_point_quote_text
5337,31677,NPR,Personal Data,bad,empty_point_quote_text
5338,31720,NPR,Governance,neutral,empty_point_quote_text
5339,31816,NPR,Transparency,good,empty_point_quote_text
5340,31821,NPR,Jurisdiction and governing laws,good,empty_point_quote_text
5341,31820,NPR,Jurisdiction and governing laws,good,empty_point_quote_text
5342,31819,NPR,Advertising,good,empty_point_quote_text
5343,31817,NPR,Transparency,good,empty_point_quote_text
5344,31818,NPR,User Choice,good,empty_point_quote_text
5345,31822,NPR,User Choice,good,empty_point_quote_text
5602,9109,Krunker.io,Suspension and Censorship,bad,empty_point_quote_text
5603,9110,Krunker.io,Third Parties,good,empty_point_quote_text
5604,9111,Krunker.io,Personal Data,good,empty_point_quote_text
5667,29019,Threema,Transparency,good,empty_point_quote_text
5676,33336,Threema,Jurisdiction and governing laws,neutral,empty_point_quote_text
5677,33337,Threema,Payments,neutral,empty_point_quote_text
5678,33338,Threema,Content,neutral,empty_point_quote_text
5679,33339,Threema,Content,neutral,empty_point_quote_text
5717,4280,Qwant,Transparency,good,empty_point_quote_text
5765,31015,Fedora,Transparency,good,empty_point_quote_text
5891,26683,AccuWeather,Trackers,bad,empty_point_quote_text
5892,31765,AccuWeather,Types of Information Collected,neutral,empty_point_quote_text
5893,31766,AccuWeather,Personal Data,bad,empty_point_quote_text
5894,31768,AccuWeather,Advertising,bad,empty_point_quote_text
5895,31769,AccuWeather,Trackers,bad,empty_point_quote_text
5896,31771,AccuWeather,Right to Leave The Service,bad,empty_point_quote_text
5897,31788,AccuWeather,Trackers,neutral,empty_point_quote_text
5898,31790,AccuWeather,Suspension and Censorship,blocker,empty_point_quote_text
5899,31767,AccuWeather,Third Parties,bad,empty_point_quote_text
5900,31789,AccuWeather,Advertising,bad,empty_point_quote_text
5901,33432,AccuWeather,Notice of Changing Terms,bad,empty_point_quote_text
5902,33431,AccuWeather,Governance,bad,empty_point_quote_text
5903,33430,AccuWeather,Governance,bad,empty_point_quote_text
5904,33441,AccuWeather,Content,neutral,empty_point_quote_text
5905,33440,AccuWeather,Content,neutral,empty_point_quote_text
5906,33438,AccuWeather,Governance,neutral,empty_point_quote_text
5907,33435,AccuWeather,Content,neutral,empty_point_quote_text
5908,33434,AccuWeather,Governance,neutral,empty_point_quote_text
5909,33437,AccuWeather,Content,good,empty_point_quote_text
5910,33429,AccuWeather,Advertising,good,empty_point_quote_text
5911,33442,AccuWeather,Content,neutral,empty_point_quote_text
5912,33444,AccuWeather,Jurisdiction and governing laws,neutral,empty_point_quote_text
5913,33443,AccuWeather,Guarantee,neutral,empty_point_quote_text
5914,33436,AccuWeather,Content,neutral,empty_point_quote_text
5915,33439,AccuWeather,Content,neutral,empty_point_quote_text
5926,4364,FWG 1240,Types of Information Collected,good,empty_point_quote_text
5927,4369,FWG 1240,Transparency,good,empty_point_quote_text
5928,4370,FWG 1240,Transparency,good,empty_point_quote_text
5944,4358,GitLab,User Choice,good,empty_point_quote_text
5969,23923,canary,Transparency,good,empty_point_quote_text
6021,4259,CloudSight,Personal Data,bad,empty_point_quote_text
6039,15721,LibreOffice,Transparency,good,empty_point_quote_text
6118,4375,Slither.io,Transparency,good,empty_point_quote_text
6192,7449,Gemotest,Advertising,bad,empty_point_quote_text
6193,7448,Gemotest,Personal Data,bad,empty_point_quote_text
6234,8374,MRichard333,Ownership,good,empty_point_quote_text
6235,29990,MRichard333,Changes,neutral,empty_point_quote_text
6236,29991,MRichard333,Logs,good,empty_point_quote_text
6237,29970,MRichard333,Notice of Changing Terms,neutral,empty_point_quote_text
6238,29997,MRichard333,Security,good,empty_point_quote_text
6241,29971,MRichard333,Jurisdiction and governing laws,good,empty_point_quote_text
6243,30131,MRichard333,Trackers,bad,empty_point_quote_text
6244,6870,Wugtodon,Personal Data,good,empty_point_quote_text
6245,7265,TunnelBear,Transparency,good,empty_point_quote_text
6246,7266,TunnelBear,Transparency,good,empty_point_quote_text
6247,8099,Ockom (DEPRECATED Expired or Suspended),Personal Data,good,empty_point_quote_text
6248,8098,Ockom (DEPRECATED Expired or Suspended),Third Parties,good,empty_point_quote_text
6283,5982,Amnesty International Limited (UK),User Involvement in Changing Terms,neutral,empty_point_quote_text
6297,4542,Amnesty International Limited (UK),Transparency,good,empty_point_quote_text
6423,17052,PortableApps,Trackers,bad,empty_point_quote_text
6431,26687,Posteo,Security,good,empty_point_quote_text
6432,26690,Posteo,Transparency,neutral,empty_point_quote_text
6435,26688,Posteo,Payments,good,empty_point_quote_text
6441,26689,Posteo,Transparency,good,empty_point_quote_text
6526,27607,Bumble,Dispute Resolution,bad,empty_point_quote_text
6625,4296,The Hello World Collection,Transparency,good,empty_point_quote_text
7020,33921,JSTOR,User Choice,good,empty_point_quote_text
7021,33922,JSTOR,User Choice,good,empty_point_quote_text
7022,33925,JSTOR,Personal Data,good,empty_point_quote_text
7023,33923,JSTOR,Right to Leave The Service,bad,empty_point_quote_text
7024,33926,JSTOR,Trackers,bad,empty_point_quote_text
7025,33931,JSTOR,Types of Information Collected,neutral,empty_point_quote_text
7026,33933,JSTOR,Trackers,neutral,empty_point_quote_text
7027,33934,JSTOR,Trackers,neutral,empty_point_quote_text
7028,33928,JSTOR,Third Parties,bad,empty_point_quote_text
7029,33935,JSTOR,Logs,bad,empty_point_quote_text
7030,33936,JSTOR,Trackers,bad,empty_point_quote_text
7031,33937,JSTOR,Trackers,bad,empty_point_quote_text
7032,33951,JSTOR,Content,neutral,empty_point_quote_text
7033,33950,JSTOR,Content,neutral,empty_point_quote_text
7034,33953,JSTOR,Content,good,empty_point_quote_text
7035,33963,JSTOR,User Choice,good,empty_point_quote_text
7036,33952,JSTOR,Content,neutral,empty_point_quote_text
7037,33957,JSTOR,Guarantee,neutral,empty_point_quote_text
7038,33958,JSTOR,Content,neutral,empty_point_quote_text
7039,33959,JSTOR,Governance,neutral,empty_point_quote_text
7040,33960,JSTOR,Content,neutral,empty_point_quote_text
7041,33961,JSTOR,Copyright License,neutral,empty_point_quote_text
7042,33962,JSTOR,Suspension and Censorship,neutral,empty_point_quote_text
7043,33929,JSTOR,Trackers,bad,empty_point_quote_text
7044,33954,JSTOR,Suspension and Censorship,blocker,empty_point_quote_text
7045,33955,JSTOR,Suspension and Censorship,blocker,empty_point_quote_text
7046,33930,JSTOR,Transparency,good,empty_point_quote_text
7047,33927,JSTOR,Third Parties,good,empty_point_quote_text
7048,33956,JSTOR,Copyright License,good,empty_point_quote_text
7049,4614,RationalWiki,Transparency,good,empty_point_quote_text
7081,5000,FrontendMasters,Notice of Changing Terms,neutral,empty_point_quote_text
7082,5001,FrontendMasters,Transparency,good,empty_point_quote_text
7083,5002,FrontendMasters,Transparency,good,empty_point_quote_text
7100,4931,Todoist,Transparency,good,empty_point_quote_text
7158,5052,getrentback,Transparency,good,empty_point_quote_text
7159,5057,getrentback,Third Parties,good,empty_point_quote_text
7160,5056,getrentback,Personal Data,good,empty_point_quote_text
7161,5058,getrentback,User Choice,good,empty_point_quote_text
7162,5055,getrentback,User Choice,good,empty_point_quote_text
7163,5051,getrentback,Trackers,good,empty_point_quote_text
7164,5054,getrentback,Personal Data,good,empty_point_quote_text
7166,7158,HP-67,Transparency,good,empty_point_quote_text
7167,7159,HP-67,Transparency,good,empty_point_quote_text
7168,7180,HP-67,Types of Information Collected,good,empty_point_quote_text
7169,7156,HP-67,Types of Information Collected,good,empty_point_quote_text
7170,7184,HP-67,Right to Leave The Service,good,empty_point_quote_text
7187,8977,Bethesda,Trackers,bad,empty_point_quote_text
7263,31242,Crunchyroll,Personal Data,bad,empty_point_quote_text
7287,31246,Crunchyroll,Personal Data,bad,empty_point_quote_text
7320,21362,10minutemail,Right to Leave The Service,good,empty_point_quote_text
7344,9658,Scratch,Personal Data,good,empty_point_quote_text
7345,9657,Scratch,Trackers,bad,empty_point_quote_text
7362,11269,AliExpress,Transparency,neutral,empty_point_quote_text
7363,11283,AliExpress,Trackers,bad,empty_point_quote_text
7364,11271,AliExpress,Personal Data,bad,empty_point_quote_text
7365,11280,AliExpress,Third Parties,bad,empty_point_quote_text
7366,11282,AliExpress,Right to Leave The Service,bad,empty_point_quote_text
7367,11268,AliExpress,Changes,neutral,empty_point_quote_text
7371,11333,AliExpress,Transparency,good,empty_point_quote_text
7372,11332,AliExpress,Security,good,empty_point_quote_text
7373,11331,AliExpress,Law and Government Requests,good,empty_point_quote_text
7374,11315,AliExpress,Trackers,bad,empty_point_quote_text
7375,11321,AliExpress,Trackers,bad,empty_point_quote_text
7376,11318,AliExpress,Trackers,neutral,empty_point_quote_text
7377,11323,AliExpress,Trackers,bad,empty_point_quote_text
7378,11322,AliExpress,Personal Data,good,empty_point_quote_text
7379,11320,AliExpress,Trackers,bad,empty_point_quote_text
7380,11319,AliExpress,Trackers,bad,empty_point_quote_text
7381,10903,AliExpress,Types of Information Collected,bad,empty_point_quote_text
7453,21711,FileFactory,Suspension and Censorship,blocker,empty_point_quote_text
7493,8079,Upakka,Governance,neutral,empty_point_quote_text
7494,8078,Upakka,Transparency,neutral,empty_point_quote_text
7726,25017,gmx,Jurisdiction and governing laws,good,empty_point_quote_text
7727,25016,gmx,Jurisdiction and governing laws,good,empty_point_quote_text
7884,6074,Observable,Dispute Resolution,good,empty_point_quote_text
7997,5504,Minds,Personal Data,good,empty_point_quote_text
7998,5531,Minds,Guarantee,neutral,empty_point_quote_text
7999,5533,Minds,Dispute Resolution,bad,empty_point_quote_text
8000,5526,Minds,Payments,neutral,empty_point_quote_text
8001,5518,Minds,Governance,neutral,empty_point_quote_text
8002,5534,Minds,Jurisdiction and governing laws,neutral,empty_point_quote_text
8003,5529,Minds,Guarantee,neutral,empty_point_quote_text
8017,5506,Minds,Security,good,empty_point_quote_text
8071,5754,Upcloud,Dispute Resolution,good,empty_point_quote_text
8202,17700,Roblox,Types of Information Collected,neutral,empty_point_quote_text
8203,17701,Roblox,Trackers,neutral,empty_point_quote_text
8204,17702,Roblox,Personal Data,good,empty_point_quote_text
8206,17693,Roblox,Suspension and Censorship,blocker,empty_point_quote_text
8207,17691,Roblox,Notice of Changing Terms,bad,empty_point_quote_text
8208,17694,Roblox,Suspension and Censorship,neutral,empty_point_quote_text
8209,25138,Roblox,Suspension and Censorship,neutral,empty_point_quote_text
8210,17692,Roblox,Notice of Changing Terms,neutral,empty_point_quote_text
8211,17703,Roblox,Third Parties,bad,empty_point_quote_text
8212,17706,Roblox,Personal Data,neutral,empty_point_quote_text
8213,17867,Roblox,Right to Leave The Service,good,empty_point_quote_text
8214,17866,Roblox,Copyright License,good,empty_point_quote_text
8215,21280,Roblox,Content,bad,empty_point_quote_text
8216,21285,Roblox,Governance,neutral,empty_point_quote_text
8217,21284,Roblox,Content,neutral,empty_point_quote_text
8218,21282,Roblox,User Choice,good,empty_point_quote_text
8219,21276,Roblox,Personal Data,bad,empty_point_quote_text
8220,21277,Roblox,Trackers,bad,empty_point_quote_text
8221,21279,Roblox,Copyright License,good,empty_point_quote_text
8222,21216,Roblox,Governance,neutral,empty_point_quote_text
8223,24742,Roblox,Personal Data,neutral,empty_point_quote_text
8224,24740,Roblox,Content,good,empty_point_quote_text
8225,24739,Roblox,User Choice,good,empty_point_quote_text
8226,25135,Roblox,Jurisdiction and governing laws,good,empty_point_quote_text
8227,25137,Roblox,Suspension and Censorship,bad,empty_point_quote_text
8228,25136,Roblox,Suspension and Censorship,neutral,empty_point_quote_text
8229,26713,Roblox,Trackers,bad,empty_point_quote_text
8230,17704,Roblox,Advertising,bad,empty_point_quote_text
8231,17705,Roblox,Business Transfers,bad,empty_point_quote_text
8258,6770,CCleaner,Trackers,bad,empty_point_quote_text
8268,6913,SourceHut,Transparency,good,empty_point_quote_text
8269,6906,SourceHut,User Choice,good,empty_point_quote_text
8270,6904,SourceHut,Transparency,good,empty_point_quote_text
